YearMonth,Product_ID,Drug_Category,Predicted_Sales_Volume_Month
2026-09,DRG00237,Cardiac,800.12
2026-09,DRG00238,Painkiller,11275.09
2026-09,DRG00239,Cardiac,13376.78
2026-09,DRG00240,Antibiotic,12608.83
2026-09,DRG00241,Painkiller,14408.82
2026-09,DRG00242,Cardiac,5654.23
2026-09,DRG00243,Vaccine,10189.77
2026-09,DRG00244,Vaccine,7042.58
2026-09,DRG00245,Cardiac,15239.81
2026-09,DRG00246,Painkiller,10547.51
2026-09,DRG00247,Painkiller,16889.71
2026-09,DRG00248,Antibiotic,13520.95
2026-09,DRG00249,Antibiotic,10040.51
2026-09,DRG00250,Diabetes,1611.78
2026-09,DRG00251,Antibiotic,16216.84
2026-09,DRG00252,Painkiller,4710.73
2026-09,DRG00253,Diabetes,18424.68
2026-09,DRG00254,Antibiotic,9873.29
2026-09,DRG00255,Cardiac,16255.87
2026-09,DRG00256,Vaccine,3032.56
2026-09,DRG00257,Antibiotic,16876.43
2026-09,DRG00258,Antibiotic,9239.88
2026-09,DRG00259,Cardiac,5294.33
2026-09,DRG00260,Painkiller,6826.4
2026-09,DRG00261,Cardiac,5838.49
2026-09,DRG00262,Antibiotic,13497.21
2026-09,DRG00263,Painkiller,1093.06
2026-09,DRG00264,Diabetes,5754.11
2026-09,DRG00265,Antibiotic,11987.29
2026-09,DRG00266,Cardiac,2872.82
2026-09,DRG00267,Diabetes,10904.68
2026-09,DRG00268,Vaccine,14681.2
2026-09,DRG00269,Diabetes,15099.93
2026-09,DRG00270,Cardiac,17325.33
2026-09,DRG00271,Diabetes,1956.14
2026-09,DRG00272,Cardiac,5022.52
2026-09,DRG00273,Antibiotic,1175.77
2026-09,DRG00274,Painkiller,4231.34
2026-09,DRG00275,Vaccine,15866.58
2026-09,DRG00276,Painkiller,12897.12
2026-09,DRG00277,Painkiller,19270.83
2026-09,DRG00278,Painkiller,10316.87
2026-09,DRG00279,Cardiac,5452.41
2026-09,DRG00280,Cardiac,16907.2
2026-09,DRG00281,Vaccine,17490.68
2026-09,DRG00282,Cardiac,5425.1
2026-09,DRG00283,Cardiac,5801.57
2026-09,DRG00284,Cardiac,4052.08
2026-09,DRG00285,Cardiac,2258.81
2026-09,DRG00286,Antibiotic,12329.91
2026-09,DRG00287,Vaccine,8528.4
2026-09,DRG00288,Cardiac,17360.98
2026-09,DRG00289,Vaccine,8515.72
2026-09,DRG00290,Diabetes,12092.56
2026-09,DRG00291,Antibiotic,4940.31
2026-09,DRG00292,Cardiac,12623.94
2026-09,DRG00293,Antibiotic,4192.39
2026-09,DRG00294,Antibiotic,2885.81
2026-09,DRG00295,Diabetes,3461.18
2026-09,DRG00296,Vaccine,1816.32
2026-09,DRG00297,Antibiotic,2442.59
2026-09,DRG00298,Painkiller,5716.78
2026-09,DRG00299,Diabetes,8193.57
2026-09,DRG00300,Painkiller,13182.41
2026-09,DRG00301,Diabetes,11875.44
2026-09,DRG00302,Painkiller,4096.64
2026-09,DRG00303,Painkiller,8264.17
2026-09,DRG00304,Antibiotic,1883.52
2026-09,DRG00305,Antibiotic,14488.42
2026-09,DRG00306,Diabetes,7420.25
2026-09,DRG00307,Vaccine,6354.13
2026-09,DRG00308,Antibiotic,10901.94
2026-09,DRG00309,Antibiotic,4394.03
2026-09,DRG00310,Cardiac,14168.43
2026-09,DRG00311,Antibiotic,5265.72
2026-09,DRG00312,Vaccine,5056.07
2026-09,DRG00313,Cardiac,15673.6
2026-09,DRG00314,Painkiller,8697.14
2026-09,DRG00315,Painkiller,7020.19
2026-09,DRG00316,Cardiac,8032.87
2026-09,DRG00317,Cardiac,15602.31
2026-09,DRG00318,Cardiac,12989.1
2026-09,DRG00319,Diabetes,17297.97
2026-09,DRG00320,Vaccine,10503.12
2026-09,DRG00321,Vaccine,10074.96
2026-09,DRG00322,Painkiller,17778.03
2026-09,DRG00323,Painkiller,2579.09
2026-09,DRG00324,Painkiller,11874.86
2026-09,DRG00325,Antibiotic,4509.09
2026-09,DRG00326,Painkiller,3898.85
2026-09,DRG00327,Cardiac,12485.26
2026-09,DRG00328,Painkiller,17151.19
2026-09,DRG00329,Cardiac,19679.36
2026-09,DRG00330,Diabetes,14638.57
2026-09,DRG00331,Antibiotic,10511.65
2026-09,DRG00332,Antibiotic,4704.83
2026-09,DRG00333,Vaccine,18508.13
2026-09,DRG00334,Diabetes,2209.57
2026-09,DRG00335,Cardiac,19103.25
2026-09,DRG00336,Diabetes,17233.31
2026-09,DRG00337,Antibiotic,8341.22
2026-09,DRG00338,Cardiac,8001.18
2026-09,DRG00339,Diabetes,18322.0
2026-09,DRG00340,Antibiotic,4366.99
2026-09,DRG00341,Cardiac,12613.65
2026-09,DRG00342,Cardiac,8773.68
2026-09,DRG00343,Antibiotic,10646.26
2026-09,DRG00344,Cardiac,8884.48
2026-09,DRG00345,Antibiotic,17457.35
2026-09,DRG00346,Painkiller,9274.41
2026-09,DRG00347,Painkiller,8661.48
2026-09,DRG00348,Cardiac,4112.88
2026-09,DRG00349,Cardiac,17438.15
2026-09,DRG00350,Antibiotic,16112.38
2026-09,DRG00351,Cardiac,16236.06
2026-09,DRG00352,Vaccine,18806.82
2026-09,DRG00353,Painkiller,13897.75
2026-09,DRG00354,Cardiac,3447.22
2026-09,DRG00355,Cardiac,1379.06
2026-09,DRG00356,Diabetes,1869.03
2026-09,DRG00357,Cardiac,11991.49
2026-09,DRG00358,Vaccine,15665.6
2026-09,DRG00359,Painkiller,3173.35
2026-09,DRG00360,Diabetes,9044.12
2026-09,DRG00361,Antibiotic,4121.13
2026-09,DRG00362,Antibiotic,15890.69
2026-09,DRG00363,Painkiller,3538.29
2026-09,DRG00364,Antibiotic,3075.82
2026-09,DRG00365,Vaccine,6572.78
2026-09,DRG00366,Cardiac,16457.59
2026-09,DRG00367,Painkiller,2187.16
2026-09,DRG00368,Diabetes,10156.33
2026-09,DRG00369,Cardiac,14882.46
2026-09,DRG00370,Antibiotic,16801.28
2026-09,DRG00371,Antibiotic,15258.72
2026-09,DRG00372,Diabetes,1223.69
2026-09,DRG00373,Vaccine,8020.85
2026-09,DRG00374,Diabetes,16093.39
2026-09,DRG00375,Painkiller,7829.62
2026-09,DRG00376,Diabetes,2873.54
2026-09,DRG00377,Antibiotic,11188.67
2026-09,DRG00378,Vaccine,6167.7
2026-09,DRG00379,Vaccine,11577.08
2026-09,DRG00380,Diabetes,5345.73
2026-09,DRG00381,Painkiller,19248.61
2026-09,DRG00382,Antibiotic,17669.87
2026-09,DRG00383,Cardiac,8967.86
2026-09,DRG00384,Vaccine,6821.29
2026-09,DRG00385,Diabetes,7730.05
2026-09,DRG00386,Painkiller,3379.36
2026-09,DRG00387,Painkiller,7796.69
2026-09,DRG00388,Antibiotic,1112.43
2026-09,DRG00389,Vaccine,6382.84
2026-09,DRG00390,Antibiotic,3964.88
2026-09,DRG00391,Cardiac,13646.88
2026-09,DRG00392,Cardiac,14079.9
2026-09,DRG00393,Cardiac,14683.36
2026-09,DRG00394,Painkiller,10522.36
2026-09,DRG00395,Vaccine,8864.11
2026-09,DRG00396,Antibiotic,17196.09
2026-09,DRG00397,Antibiotic,8963.61
2026-09,DRG00398,Cardiac,10746.32
2026-09,DRG00399,Vaccine,8396.46
2026-09,DRG00400,Vaccine,11563.45
2026-09,DRG00401,Diabetes,9429.14
2026-09,DRG00402,Vaccine,6611.46
2026-09,DRG00403,Vaccine,8199.16
2026-09,DRG00404,Antibiotic,16168.16
2026-09,DRG00405,Vaccine,9279.26
2026-09,DRG00406,Vaccine,10064.62
2026-09,DRG00407,Antibiotic,3218.33
2026-09,DRG00408,Vaccine,14431.76
2026-09,DRG00409,Antibiotic,1274.14
2026-09,DRG00410,Diabetes,3813.08
2026-09,DRG00411,Painkiller,18719.18
2026-09,DRG00412,Antibiotic,6037.77
2026-09,DRG00413,Antibiotic,9516.99
2026-09,DRG00414,Vaccine,2981.38
2026-09,DRG00415,Antibiotic,4984.15
2026-09,DRG00416,Cardiac,7692.23
2026-09,DRG00417,Cardiac,2151.54
2026-09,DRG00418,Diabetes,10156.32
2026-09,DRG00419,Antibiotic,18881.38
2026-09,DRG00420,Vaccine,17959.53
2026-09,DRG00421,Vaccine,11701.21
2026-09,DRG00422,Painkiller,5465.29
2026-09,DRG00423,Diabetes,12429.82
2026-09,DRG00424,Vaccine,15412.99
2026-09,DRG00425,Painkiller,14799.84
2026-09,DRG00426,Vaccine,15266.58
2026-09,DRG00427,Painkiller,788.11
2026-09,DRG00428,Cardiac,8662.04
2026-09,DRG00429,Cardiac,9545.97
2026-09,DRG00430,Vaccine,17201.68
2026-09,DRG00431,Diabetes,11234.97
2026-09,DRG00432,Antibiotic,6757.3
2026-09,DRG00433,Diabetes,12090.36
2026-09,DRG00434,Diabetes,16152.77
2026-09,DRG00435,Antibiotic,13039.57
2026-09,DRG00436,Cardiac,17582.8
2026-09,DRG00437,Cardiac,18941.41
2026-09,DRG00438,Antibiotic,12637.74
2026-09,DRG00439,Painkiller,12126.61
2026-09,DRG00440,Diabetes,10937.96
2026-09,DRG00441,Vaccine,3779.05
2026-09,DRG00442,Cardiac,8899.79
2026-09,DRG00443,Vaccine,5882.67
2026-09,DRG00444,Antibiotic,7189.89
2026-09,DRG00445,Vaccine,16831.12
2026-09,DRG00446,Vaccine,7224.68
2026-09,DRG00447,Diabetes,8130.21
2026-09,DRG00448,Antibiotic,1124.24
2026-09,DRG00449,Vaccine,2458.51
2026-09,DRG00450,Cardiac,9549.93
2026-09,DRG00451,Antibiotic,5336.48
2026-09,DRG00452,Cardiac,6963.41
2026-09,DRG00453,Painkiller,4365.83
2026-09,DRG00454,Vaccine,13171.46
2026-09,DRG00455,Antibiotic,12812.66
2026-09,DRG00456,Cardiac,8035.58
2026-09,DRG00457,Vaccine,1950.86
2026-09,DRG00458,Diabetes,6799.59
2026-09,DRG00459,Cardiac,14824.91
2026-09,DRG00460,Cardiac,3011.36
2026-09,DRG00461,Painkiller,16886.95
2026-09,DRG00462,Diabetes,1659.31
2026-09,DRG00463,Painkiller,9207.52
2026-09,DRG00464,Diabetes,2703.34
2026-09,DRG00465,Cardiac,14655.63
2026-09,DRG00466,Painkiller,2698.29
2026-09,DRG00467,Vaccine,15029.62
2026-09,DRG00468,Diabetes,7392.54
2026-09,DRG00469,Cardiac,6559.39
2026-09,DRG00470,Antibiotic,7513.83
2026-09,DRG00471,Diabetes,17052.44
2026-09,DRG00472,Diabetes,4345.93
2026-09,DRG00473,Vaccine,3393.15
2026-09,DRG00474,Diabetes,1512.56
2026-09,DRG00475,Diabetes,19774.37
2026-09,DRG00476,Vaccine,910.14
2026-09,DRG00477,Vaccine,5514.51
2026-09,DRG00478,Painkiller,633.91
2026-09,DRG00479,Cardiac,9158.07
2026-09,DRG00480,Cardiac,6529.9
2026-09,DRG00481,Painkiller,17690.9
2026-09,DRG00482,Cardiac,7453.12
2026-09,DRG00483,Diabetes,542.25
2026-09,DRG00484,Painkiller,14781.22
2026-09,DRG00485,Painkiller,10950.77
2026-09,DRG00486,Cardiac,2269.64
2026-09,DRG00487,Antibiotic,625.46
2026-09,DRG00488,Cardiac,10841.42
2026-09,DRG00489,Antibiotic,10744.23
2026-09,DRG00490,Painkiller,10753.55
2026-09,DRG00491,Antibiotic,18114.99
2026-09,DRG00492,Diabetes,5983.8
2026-09,DRG00493,Vaccine,728.45
2026-09,DRG00494,Antibiotic,6465.36
2026-09,DRG00495,Vaccine,15429.51
2026-09,DRG00496,Diabetes,10983.88
2026-09,DRG00497,Vaccine,11771.09
2026-09,DRG00498,Diabetes,12750.56
2026-09,DRG00499,Vaccine,4711.6
2026-09,DRG00500,Vaccine,11610.2
2026-09,DRG00501,Cardiac,17133.05
2026-09,DRG00502,Antibiotic,8614.38
2026-09,DRG00503,Vaccine,13026.2
2026-09,DRG00504,Painkiller,19354.25
2026-09,DRG00505,Cardiac,17149.74
2026-09,DRG00506,Antibiotic,5178.62
2026-09,DRG00507,Cardiac,14569.44
2026-09,DRG00508,Antibiotic,19166.44
2026-09,DRG00509,Diabetes,10616.23
2026-09,DRG00510,Vaccine,15388.47
2026-09,DRG00511,Painkiller,2436.59
2026-09,DRG00512,Cardiac,9157.79
2026-09,DRG00513,Cardiac,12181.71
2026-09,DRG00514,Cardiac,4089.63
2026-09,DRG00515,Cardiac,6986.45
2026-09,DRG00516,Vaccine,2596.93
2026-09,DRG00517,Antibiotic,7007.79
2026-09,DRG00518,Vaccine,4321.18
2026-09,DRG00519,Diabetes,6842.15
2026-09,DRG00520,Vaccine,7087.21
2026-09,DRG00521,Vaccine,19603.62
2026-09,DRG00522,Diabetes,4767.6
2026-09,DRG00523,Vaccine,5423.77
2026-09,DRG00524,Antibiotic,11878.81
2026-09,DRG00525,Painkiller,19191.59
2026-09,DRG00526,Diabetes,5975.34
2026-09,DRG00527,Cardiac,14843.56
2026-09,DRG00528,Antibiotic,5661.64
2026-09,DRG00529,Painkiller,19108.39
2026-09,DRG00530,Antibiotic,8528.1
2026-09,DRG00531,Antibiotic,4168.39
2026-09,DRG00532,Cardiac,7694.82
2026-09,DRG00533,Painkiller,11496.94
2026-09,DRG00534,Antibiotic,431.49
2026-09,DRG00535,Cardiac,10733.91
2026-09,DRG00536,Diabetes,875.12
2026-09,DRG00537,Cardiac,19344.97
2026-09,DRG00538,Vaccine,10530.83
2026-09,DRG00539,Cardiac,12429.79
2026-09,DRG00540,Cardiac,2139.65
2026-09,DRG00541,Cardiac,11290.07
2026-09,DRG00542,Antibiotic,2730.31
2026-09,DRG00543,Painkiller,5816.11
2026-09,DRG00544,Cardiac,8274.49
2026-09,DRG00545,Cardiac,5788.94
2026-09,DRG00546,Vaccine,15332.16
2026-09,DRG00547,Vaccine,8566.69
2026-09,DRG00548,Diabetes,9954.47
2026-09,DRG00549,Diabetes,12082.44
2026-09,DRG00550,Vaccine,11353.63
2026-09,DRG00551,Painkiller,13931.27
2026-09,DRG00552,Diabetes,6637.23
2026-09,DRG00553,Painkiller,847.85
2026-09,DRG00554,Vaccine,5809.06
2026-09,DRG00555,Diabetes,942.38
2026-09,DRG00556,Cardiac,13762.87
2026-09,DRG00557,Vaccine,5599.33
2026-09,DRG00558,Diabetes,684.74
2026-09,DRG00559,Painkiller,15632.99
2026-09,DRG00560,Painkiller,2309.81
2026-09,DRG00561,Diabetes,16674.72
2026-09,DRG00562,Painkiller,6533.75
2026-09,DRG00563,Diabetes,5777.35
2026-09,DRG00564,Diabetes,7903.76
2026-09,DRG00565,Painkiller,17131.38
2026-09,DRG00566,Antibiotic,2413.75
2026-09,DRG00567,Cardiac,2068.33
2026-09,DRG00568,Vaccine,10019.43
2026-09,DRG00569,Cardiac,7945.73
2026-09,DRG00570,Vaccine,17525.29
2026-09,DRG00571,Vaccine,4186.64
2026-09,DRG00572,Cardiac,3661.64
2026-09,DRG00573,Diabetes,649.47
2026-09,DRG00574,Painkiller,19049.3
2026-09,DRG00575,Antibiotic,13650.0
2026-09,DRG00576,Antibiotic,3561.27
2026-09,DRG00577,Antibiotic,1492.47
2026-09,DRG00578,Cardiac,7197.1
2026-09,DRG00579,Cardiac,9958.56
2026-09,DRG00580,Diabetes,5298.21
2026-09,DRG00581,Antibiotic,18303.34
2026-09,DRG00582,Diabetes,6277.45
2026-09,DRG00583,Antibiotic,18925.99
2026-09,DRG00584,Cardiac,13464.6
2026-09,DRG00585,Painkiller,18106.02
2026-09,DRG00586,Painkiller,12257.3
2026-09,DRG00587,Painkiller,760.39
2026-09,DRG00588,Painkiller,14385.77
2026-09,DRG00589,Vaccine,7679.93
2026-09,DRG00590,Antibiotic,14351.92
2026-09,DRG00591,Painkiller,6815.77
2026-09,DRG00592,Vaccine,6572.78
2026-09,DRG00593,Vaccine,6001.43
2026-09,DRG00594,Vaccine,12130.25
2026-09,DRG00595,Diabetes,16989.08
2026-09,DRG00596,Diabetes,4868.39
2026-09,DRG00597,Vaccine,5989.56
2026-09,DRG00598,Painkiller,14647.25
2026-09,DRG00599,Antibiotic,15217.69
2026-09,DRG00600,Cardiac,8788.42
2026-09,DRG00601,Diabetes,3019.99
2026-09,DRG00602,Painkiller,10832.79
2026-09,DRG00603,Painkiller,11382.06
2026-09,DRG00604,Cardiac,16123.45
2026-09,DRG00605,Cardiac,14226.52
2026-09,DRG00606,Painkiller,6617.75
2026-09,DRG00607,Cardiac,6431.66
2026-09,DRG00608,Painkiller,4306.4
2026-09,DRG00609,Cardiac,13221.76
2026-09,DRG00610,Cardiac,15632.1
2026-09,DRG00611,Painkiller,15027.6
2026-09,DRG00612,Vaccine,783.95
2026-09,DRG00613,Painkiller,9460.61
2026-09,DRG00614,Antibiotic,6386.54
2026-09,DRG00615,Cardiac,17422.3
2026-09,DRG00616,Diabetes,2902.37
2026-09,DRG00617,Cardiac,19580.29
2026-09,DRG00618,Antibiotic,18548.81
2026-09,DRG00619,Diabetes,2683.55
2026-09,DRG00620,Diabetes,16072.83
2026-09,DRG00621,Painkiller,1473.25
2026-09,DRG00622,Vaccine,19718.43
2026-09,DRG00623,Painkiller,16062.96
2026-09,DRG00624,Diabetes,15945.23
2026-09,DRG00625,Diabetes,2186.01
2026-09,DRG00626,Vaccine,5047.67
2026-09,DRG00627,Cardiac,2032.67
2026-09,DRG00628,Vaccine,6532.9
